season,episode,title,character,dialogue
1,04, George Stephanopoulos ,Rachel," Look-look-look-look-look, my first pay
check! Look at the window, there's my name! Hi, me! "
1,04, George Stephanopoulos ,Phoebe," I remember the day I got my first pay check.
There was a cave in in one of the mines, and eight people were killed. "
1,04, George Stephanopoulos ,Monica," Wow, you worked in a mine? "
1,04, George Stephanopoulos ,Phoebe," I worked in a Dairy Queen, why? "
1,04, George Stephanopoulos ,Rachel," God, isn't this exciting? I earned this. I
wiped tables for it, I steamed milk for it, and it was totally—(opens
envelope)—not worth it. Who's FICA? Why's he getting all my money? I mean, what-
Chandler, look at that. "
1,04, George Stephanopoulos ,Chandler," (looking) Oh, this is not that bad. "
1,04, George Stephanopoulos ,Joey," Oh, you're fine, yeah, for a first job. "
1,04, George Stephanopoulos ,Ross," You can totally, totally live on this. "
1,04, George Stephanopoulos ,Monica," Yeah, yeah. "
1,04, George Stephanopoulos ,Ross," Oh, by the way, great service
tonight. "
1,04, George Stephanopoulos ,All, Oh! Yeah! 
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Rachel," Oh my God! (Rachel, Leslie, Kiki, and Joanne
all scream and hug each other. "
1,04, George Stephanopoulos ,Monica," (to Phoebe) I swear I've seen birds do this
on Wild Kingdom. "
1,04, George Stephanopoulos ,Rachel, What are you guys doing here? 
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Joanne," Look at you in the apron.
You look like you're in a play. "
1,04, George Stephanopoulos ,Rachel," (to a pregnant Leslie) Look at you, you are
so big I can't believe it! "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Rachel, (to Joanne) So what's going on with you? 
1,04, George Stephanopoulos ,Joanne," Well, guess who my dad's
making partner in his firm? (She points to herself and they all scream again.) "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Phoebe," (to Monica) Look, look, I have elbows! (They
scream.)"
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Chandler," ...Poulet passes it up to Leetch! (Passes
it to Joey.) "
1,04, George Stephanopoulos ,Joey," Leetch spots Messier in the crease- there's
the pass! (He kicks it to Ross, but Ross is staring into a shop window.) "
1,04, George Stephanopoulos ,Chandler," We'll take a brief time out while Messier
stops to look at some women's shoes. "
1,04, George Stephanopoulos ,Ross," Carol was wearing boots just like those the
night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- (off
Chandler's look) Sorry. Sorry. "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Joey, What? 
1,04, George Stephanopoulos ,Ross, Peach pit. 
1,04, George Stephanopoulos ,Chandler," Yes, Bunny? "
1,04, George Stephanopoulos ,Ross," (points) Peach pit. That night we, uh- we had-
"
1,04, George Stephanopoulos ,Joey, -Peaches? 
1,04, George Stephanopoulos ,Ross," Actually, nectarines, but basically... "
1,04, George Stephanopoulos ,Chandler, (to Joey) Could've been a peach. 
1,04, George Stephanopoulos ,Ross," Then, uh, then we got dressed, and I-I... I
walked her to the- (looks up, realises, and points) -the bus stop... I'm fine."
1,04, George Stephanopoulos ,Joey," Hey, that woman's got an ass like Carol's!
(They turn to stare at him.) What? Thought we were trying to find stuff. "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Rachel," So c'mon, you guys, tell me all the dirt! "
1,04, George Stephanopoulos ,Kiki," Well, the biggest news is still you dumping
Barry at the altar! "
1,04, George Stephanopoulos ,Joanne, Alright. Let's talk reality for a second. 
1,04, George Stephanopoulos ,Rachel, Okay. 
1,04, George Stephanopoulos ,Joanne, When are you coming home? 
1,04, George Stephanopoulos ,Rachel," What? Guys, I'm not. "
1,04, George Stephanopoulos ,Joanne," C'mon, this is us. "
1,04, George Stephanopoulos ,Rachel," I'm not! This is what I'm doing now. I've
got this job- "
1,04, George Stephanopoulos ,Kiki, Waitressing? 
1,04, George Stephanopoulos ,Rachel," Okay, I'm not just waitressing. I'm.. I,
um... I write the specials on the specials board, and, uh... and I, uh... I take the uh
dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little
chocolate blobbies on the cookies. "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica," Hey, Rach. How was it with your friends?
(She and Phoebe scream.) Okay! How would you like some Tiki Death Punch? (She pours the
contents of the blender into some glasses.) "
1,04, George Stephanopoulos ,Rachel, What's that? 
1,04, George Stephanopoulos ,Monica," Weeeell, it's rum, and- "
1,04, George Stephanopoulos ,Rachel," Okay. (Grabs the blender and starts to
drink.) "
1,04, George Stephanopoulos ,Monica," We thought since Phoebe was staying over
tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got
cookie dough, we got Twister... (The phone rings and Monica answers it.) "
1,04, George Stephanopoulos ,Phoebe," Ooh! Ooh! And I brought Operation!
But, um, I lost the tweezers, so we can't operate. But we can prep the guy! "
1,04, George Stephanopoulos ,Monica," Uh, Rach, it's the Visa card
people. "
1,04, George Stephanopoulos ,Rachel," Oh, God, ask them what they want. "
1,04, George Stephanopoulos ,Monica," (on phone) Could you please tell me what
this is in reference to? (Listens) Yes, hold on. (To Rachel) Um, they say there's been
some unusual activity on your account. "
1,04, George Stephanopoulos ,Rachel, But I haven't used my card in weeks! 
1,04, George Stephanopoulos ,Monica," That is the unusual
activity. Look, they just wanna see if you're okay. "
1,04, George Stephanopoulos ,Rachel," They wanna know if I'm okay. Okay.. they
wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money,
everyone I know is either getting married, or getting promoted, or getting pregnant, and
I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then
you can tell them I'm okay, okay? "
1,04, George Stephanopoulos ,Monica," (pauses then on the phone) Uh- Rachel has
left the building, can you call back? "
1,04, George Stephanopoulos ,Rachel," Alright, c'mon! (Miserably) Let's play Twister!"
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Ross," (squeezing past people) Sorry, sorry... Uh-oh.
"
1,04, George Stephanopoulos ,Chandler," What? There was ice there that night with
Carol? Plastic seats? Four thousand angry Pittsburgh fans? "
1,04, George Stephanopoulos ,Ross," No, actually I was just saying it looks like
we're not sitting together. But now you mention it, there was ice there that
night... It was the first frost... "
1,04, George Stephanopoulos ,Joey," C'mon, sit. Just sit down, sit. "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica," You should feel great about yourself! You're
doing this amazing independence thing! "
1,04, George Stephanopoulos ,Rachel," Monica, what is so amazing? I gave up, like,
everything. And for what? "
1,04, George Stephanopoulos ,Phoebe, You are just like Jack. 
1,04, George Stephanopoulos ,Rachel, ...Jack from downstairs? 
1,04, George Stephanopoulos ,Phoebe," No, Jack and the Beanstalk. "
1,04, George Stephanopoulos ,Monica," Ah, the other Jack. "
1,04, George Stephanopoulos ,Phoebe," Yeah, right! See, he gave up something, but
then he got those magic beans. And then he woke up, and there was this, this big plant
outside his window, full of possibilities and stuff.. And he lived in a village, and you
live in the Village.. "
1,04, George Stephanopoulos ,Rachel," Okay, but Pheebs, Pheebs, Jack gave up a
cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him- "
1,04, George Stephanopoulos ,Phoebe," Oh, see, Jack did love the cow. "
1,04, George Stephanopoulos ,Rachel," But see, it was a plan. Y'know, it was
clear. It was figured out, and now everything's just kinda like... "
1,04, George Stephanopoulos ,Phoebe, Floopy? 
1,04, George Stephanopoulos ,Rachel, Yeah. 
1,04, George Stephanopoulos ,Monica," So what, you're not the only one. I mean,
half the time we don't know where we're going. You've just gotta figure at some point it's
all gonna come together, and it's just gonna be... un-floopy. "
1,04, George Stephanopoulos ,Phoebe," Oh, like that's a word. "
1,04, George Stephanopoulos ,Rachel," Okay, but Monica, what if- what if it
doesn't come together? "
1,04, George Stephanopoulos ,Monica, ...Pheebs? 
1,04, George Stephanopoulos ,Phoebe," Oh, well... 'cause.... you just... I don't
like this question. "
1,04, George Stephanopoulos ,Rachel," Okay, see, see, you guys, what if we don't
get magic beans? I mean, what if all we've got are.. beans? "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Ross," Get him! GET HIM! Get him! Get- YESSS! Not
laughing now, are ya pal! "
1,04, George Stephanopoulos ,Chandler," (to Ross) See buddy, that's all you need,
a bunch of toothless guys hitting each other with sticks. "
1,04, George Stephanopoulos ,Ross, Pass it! Pass it! 
1,04, George Stephanopoulos ,Chandler, He's open! 
1,04, George Stephanopoulos ,All, Shoot! Shoot! Shoot! 
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Chandler," Hey, look, we're on that TV thing! "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Chandler, (to the receptionist)'Scuse me. 
1,04, George Stephanopoulos ,Receptionist," (holds up her hand—she is on the
phone) It says to call this number if you're not completely satisfied with this candy bar.
Well, I'm not completely satisfied. "
1,04, George Stephanopoulos ,Chandler," Listen, it's kind of an emergency. Well, I
guess you know that, or we'd be in the predicament room. (The receptionist glares at him.)
"
1,04, George Stephanopoulos ,Receptionist," (on phone) Hold on. (To Chandler) Fill
these out, sit over there. (Tosses him some forms.) "
1,04, George Stephanopoulos ,Ross," (jumping to his feet) Look, I don't wanna make
any trouble, okay, but I'm in a lot of pain here, alright? My face is dented. "
1,04, George Stephanopoulos ,Receptionist," Well, you'll have to wait your turn. "
1,04, George Stephanopoulos ,Joey," Well, how long do you think it'll be? "
1,04, George Stephanopoulos ,Receptionist, (sarcastic) Any minute now. 
1,04, George Stephanopoulos ,Ross," Hey, this- (she gives him a look and the guys
back off) Heyy... "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Rachel," I'm so sorry, you guys. I didn't mean to
bring you down. "
1,04, George Stephanopoulos ,Monica," No, you were right. I don't have a plan.
(There's a knock on the door.) "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Rachel," Thank God. Food. (She goes to answer the
door.) "
1,04, George Stephanopoulos ,Monica, Phoebe? 
1,04, George Stephanopoulos ,Phoebe, What? 
1,04, George Stephanopoulos ,Monica, Do you have a plan? 
1,04, George Stephanopoulos ,Phoebe, I don't even have a 'pl'. 
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Rachel," (miserably) No, no, that's not what we
ordered... We ordered a fat-free crust with extra cheese. "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica," (leaping off of the couch and runs up) Wait!
Did you say 'G.Stephanopoulos?' "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica," Wait, was this a-a small mediterranean guy
with curiously intelligent good looks? "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica, Was he wearing a stunning blue suit? 
1,04, George Stephanopoulos ,Phoebe, And-and a power tie? 
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica, (staggered) Oh God. 
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica," Are you nuts?! We've got George
Stephanopoulos' pizza! (Rachel pays him, Monica grabs some binoculars, and runs to the
window.) "
1,04, George Stephanopoulos ,Rachel," Uh, Pheebs? Who's George Snuffalopagus? "
1,04, George Stephanopoulos ,Phoebe, Big Bird's friend. 
1,04, George Stephanopoulos ,Monica, I see pizza! 
1,04, George Stephanopoulos ,Phoebe," Oh, I wanna see! Lemme see! Lemme see! (She
runs up and takes the binoculars.) "
1,04, George Stephanopoulos ,Rachel, Hello? Who are we spying on? 
1,04, George Stephanopoulos ,Monica," White House adviser? Clinton's campaign guy?
The one with the great hair, sexy smile, really cute butt? "
1,04, George Stephanopoulos ,Rachel," Oh, him, the little guy? Oh, I love him! "
1,04, George Stephanopoulos ,Phoebe," Ooh, wait.. wait, I see a woman. "
1,04, George Stephanopoulos ,Monica, Please tell me it's his mother. 
1,04, George Stephanopoulos ,Phoebe, Definitely not his mother. 
1,04, George Stephanopoulos ,Monica," Oh, no... "
1,04, George Stephanopoulos ,Phoebe," Oh, wait, she's walking across the floor..
she's walking.. she's walking.. she's going for the pizza- (Yelling) Hey, that's not for
you, bitch! (Phoebe covers her mouth with her hand walks away from the window.) "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Chandler," Excuse me, look, we've been here for over
an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with
the toe thing? Who's he sleeping with? (She slides the gladd panel over and Chandler talks
through it in a loud voice.) Oh, c'mon Dora, don't be mad... I know we both said some
things we didn't mean, but that doesn't mean we still don't love each other. (To the
waiting room.) Y'know, I feel like I've lost her.. (She slides the panel back, he turns,
and it takes him by surprise.) Ba-! "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Monica, Light still out? 
1,04, George Stephanopoulos ,Rachel, Yeah. 
1,04, George Stephanopoulos ,Monica, Oh. Maybe they're- napping. 
1,04, George Stephanopoulos ,Rachel," Oh please, they're having sex. "
1,04, George Stephanopoulos ,Monica and Phoebe, Shut up! 
1,04, George Stephanopoulos ,Rachel," So, whaddya think George is like? "
1,04, George Stephanopoulos ,Monica, I think he's shy. 
1,04, George Stephanopoulos ,Phoebe, Yeah? 
1,04, George Stephanopoulos ,Monica," Yeah. I think you have to draw him out. And
then- when you do- he's a preppy animal. "
1,04, George Stephanopoulos ,,
1,04, George Stephanopoulos ,Ross," I remember the moonlight coming through the
window- and her face had the most incredible glow. "
1,04, George Stephanopoulos ,Chandler," Yes, the moon, the glow, the magical
feeling, you did this part- Could I get some painkillers over here, please? "
1,04, George Stephanopoulos ,Joey," He's right, enough, already. What is the big
deal about today? So you slept with her for the first time, so what? You slept with her
for seven years after that. "
1,04, George Stephanopoulos ,Ross," Look, it's just a little more complicated... "
