season,episode,character,dialogue
s01,e02,Rachel Green,Remember when we were in high school together?
s01,e02,Rachel Green,"I mean, didn't you think you were just gonna meet somone, fall in love- and that'd be it? ..Ross?"
s01,e02,Ross Geller,"Yes, yes!"
s01,e02,Rachel Green,"Oh! Man, I never thought I'd be here.."
s01,e02,Ross Geller,Me either...
s01,e02,Ross Geller,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway."
s01,e02,Ross Geller,How could I forget?
s01,e02,Ross Geller,"Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?"
s01,e02,Ross Geller,..Dr. Oberman. Okay. And is he-
s01,e02,Ross Geller,"-she, of course, she- uh- familiar with our.. special situation?"
s01,e02,Ross Geller,"Okay, that's great. No, I'm- Oh."
s01,e02,Ross Geller,"Quack, quack.."
s01,e02,Rachel Green,Are you sure?
s01,e02,Rachel Green,I'm- uh- I'm okay... You look great!
s01,e02,Rachel Green,I dumped him.
s01,e02,Ross Geller,"So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?"
s01,e02,Ross Geller,"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?"
s01,e02,Ross Geller,...As in Mouse?
s01,e02,Ross Geller,"Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?"
s01,e02,Ross Geller,"'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?"
s01,e02,Rachel Green,"Oh, not much. I-I got a job."
s01,e02,Rachel Green,Why are- why are you so tanned?
s01,e02,Rachel Green,Oh no. You went on our honeymoon alone?
s01,e02,Rachel Green,"Mindy?! My maid of honour, Mindy?!"
s01,e02,Rachel Green,"Oh! Well, um.. You've got plugs!"
s01,e02,Rachel Green,And you've got lenses! But you hate sticking your finger in your eye!
s01,e02,Rachel Green,"Anyway, um, I guess this belongs to you. And thank you for giving it to me."
s01,e02,Ross Geller,Helen Geller? I don't think so.
s01,e02,Ross Geller,Thank you!
s01,e02,Ross Geller,"What, it's gonna be Helen Willick?"
s01,e02,Ross Geller,"Well, wait a minute, wha- why is she in the title?"
s01,e02,Ross Geller,"Oh, 's'funny, really? Um, I don't remember you making any sperm."
s01,e02,Ross Geller,"No no no, she gets a credit, hey, I'm in there too."
s01,e02,Ross Geller,"Of course not, I'm... suggesting Geller-Willick-Bunch."
s01,e02,Ross Geller,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-"
s01,e02,Ross Geller,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now."
s01,e02,Ross Geller,Oh my God.
s01,e02,Ross Geller,Well? Isn't that amazing?
s01,e02,Joey Tribbiani,What are we supposed to be seeing here?
s01,e02,Chandler Bing,"I dunno, but.. I think it's about to attack the Enterprise."
s01,e02,Phoebe Buffay,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato."
s01,e02,Ross Geller,"Then don't do that, alright?"
s01,e02,Ross Geller,Monica. Whaddya think?
s01,e02,Ross Geller,Wh- are you welling up?
s01,e02,Ross Geller,"You are, you're welling up."
s01,e02,Monica Geller,Am not!
s01,e02,Ross Geller,You're gonna be an aunt.
s01,e02,Monica Geller,Oh shut up!
s01,e02,Rachel Green,"Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. Okay, I know it was a cheap shot, but I feel so much better now."
s01,e03,Phoebe Buffay,Hi guys!
s01,e03,Ross Geller,"Hey. Oh, oh, how'd it go?"
s01,e03,Phoebe Buffay,"Um, not so good. He walked me to the subway and said 'We should do this again!'"
s01,e03,Rachel Green,"What? He said 'we should do it again', that's good, right?"
s01,e03,Monica Geller,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'."
s01,e03,Rachel Green,Since when?
s01,e03,Joey Tribbiani,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'."
s01,e03,Chandler Bing,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.
s01,e03,Phoebe Buffay,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'."
s01,e03,Rachel Green,And everybody knows this?
s01,e03,Joey Tribbiani,Yeah. Cushions the blow.
s01,e03,Chandler Bing,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm."
s01,e03,Ross Geller,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm."
s01,e03,Monica Geller,"Uh, Ross."
s01,e03,Ross Geller,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!"
s01,e03,Chandler Bing,"""So how does it feel knowing you're about to die?"""
s01,e03,Joey Tribbiani,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die."""
s01,e03,Chandler Bing,"Hey, that was really good!"
s01,e03,Joey Tribbiani,Thanks! Let's keep going.
s01,e03,Chandler Bing,"Okay. ""So. Whaddya want from me, Damone, huh?"""
s01,e03,Joey Tribbiani,"""I just wanna go back to my cell. 'Cause in my cell, I can smoke."""
s01,e03,Chandler Bing,"""Smoke away."""
s01,e03,Chandler Bing,I think this is probably why Damone smokes in his cell alone.
s01,e03,Chandler Bing,Relax your hand!
s01,e03,Chandler Bing,Not so much!
s01,e03,Chandler Bing,"Alright, now try taking a puff."
s01,e03,Chandler Bing,Alright.. okay. No. Give it to me.
s01,e03,Joey Tribbiani,"No no no, I am not giving you a cigarette."
s01,e03,Chandler Bing,"It's fine, it's fine. Look, do you wanna get this part, or not? Here."
s01,e03,Chandler Bing,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete."
s01,e03,Joey Tribbiani,Y'miss it?
s01,e03,Chandler Bing,"Nah, not so much. Alright, now we smoke. Oh.. my.. God."
s01,e03,Monica Geller,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger."
s01,e03,Joey Tribbiani,That's ridiculous!
s01,e03,Ross Geller,Can I use.. either thumb?
s01,e03,Rachel Green,"Alright, don't tell me, don't tell me! Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!"
s01,e03,Rachel Green,Good for me!
s01,e03,Joey Tribbiani,"Y'okay, Phoebe?"
s01,e03,Phoebe Buffay,"Yeah- no- I'm just- it's, I haven't worked- It's my bank."
s01,e03,Monica Geller,What did they do to you?
s01,e03,Phoebe Buffay,"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-"
s01,e03,Phoebe Buffay,- and there's five hundred extra dollars in my account.
s01,e03,Chandler Bing,"Oh, Satan's minions at work again..."
s01,e03,Phoebe Buffay,"Yes, 'cause now I have to go down there, and deal with them."
s01,e03,Joey Tribbiani,What are you talking about? Keep it!
s01,e03,Phoebe Buffay,"It's not mine, I didn't earn it, if I kept it, it would be like stealing."
s01,e03,Rachel Green,"Yeah, but if you spent it, it would be like shopping!"
s01,e03,Phoebe Buffay,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'..."
s01,e03,Monica Geller,We're with you. We got it.
s01,e03,Phoebe Buffay,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.
s01,e03,Rachel Green,"Chandler, what are you doing?"
s01,e03,Monica Geller,Hey. Whaddya doing?
s01,e03,Ross Geller,What is this?!
s01,e03,Chandler Bing,"I'm smoking. I'm smoking, I'm smoking."
s01,e03,Phoebe Buffay,"Oh, I can't believe you! You've been so good, for three years!"
s01,e03,Chandler Bing,And this- is my reward!
s01,e03,Ross Geller,"Hold on a second, alright? Just think about what you went through the last time you quit."
s01,e03,Chandler Bing,"Okay, so this time I won't quit!"
s01,e03,Chandler Bing,"All right! I'm putting it out, I'm putting it out."
s01,e03,Phoebe Buffay,"Oh, no! I- I can't drink this now!"
s01,e03,Monica Geller,"Alright. I'm gonna go change, I've got a date."
s01,e03,Rachel Green,This Alan again? How's it goin'?
s01,e03,Monica Geller,"'S'going pretty good, y'know? It's nice, and, we're having fun."
s01,e03,Joey Tribbiani,So when do we get to meet the guy?
s01,e03,Monica Geller,"Let's see, today's Monday... Never."
s01,e03,Monica Geller,No. Not after what happened with Steve.
s01,e03,Chandler Bing,What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.
s01,e03,Monica Geller,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out."
s01,e03,Rachel Green,"Well, then can we meet him?"
s01,e03,Monica Geller,Nope. Schhorry.
s01,e03,Monica Geller,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd."
s01,e03,Monica Geller,"I know. I just wish that once, I'd bring a guy home that they actually liked."
s01,e03,Joey Tribbiani,"Let it go, Ross."
s01,e03,Ross Geller,"Yeah, well, you didn't know Chi Chi."
s01,e03,Monica Geller,Do you all promise?
s01,e03,Monica Geller,Chandler? Do you promise to be good?
s01,e03,Joey Tribbiani,"You can come in, but your filter-tipped little buddy has to stay outside!"
s01,e03,Ross Geller,"Hey, Pheebs."
s01,e03,Phoebe Buffay,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!"
s01,e03,Rachel Green,What bank is this?
s01,e03,Monica Geller,Hey. It's him. Who is it?
s01,e03,Joey Tribbiani,Chandler! He's here!
s01,e03,Monica Geller,"Okay, please be good, please. Just remember how much you all like me."
s01,e03,Monica Geller,"Hi. Alan, this is everybody. Everybody, this is Alan."
s01,e03,Monica Geller,"Thanks. I'll call you tomorrow. Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?"
s01,e03,Ross Geller,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him."
s01,e03,Monica Geller,Wait a minute! We're talking about someone that I'm going out with?
s01,e03,Rachel Green,And did you notice...?
s01,e03,Joey Tribbiani,Know what was great? The way his smile was kinda crooked.
s01,e03,Phoebe Buffay,"Yes, yes! Like the man in the shoe!"
s01,e03,Ross Geller,...What shoe?
s01,e03,Phoebe Buffay,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'"
s01,e03,Ross Geller,...So I think Alan will become the yardstick against which all future boyfriends will be measured.
s01,e03,Rachel Green,"What future boyfriends? Nono, I th- I think this could be, y'know, it."
s01,e03,Chandler Bing,"Oh, yeah. I'd marry him just for his David Hasselhoff impression alone. You know I'm gonna be doing that at parties, right?"
s01,e03,Ross Geller,"You know what I like most about him, though?"
s01,e03,Ross Geller,The way he makes me feel about myself.
s01,e03,Monica Geller,Hi.. how was the game?
s01,e03,Monica Geller,Fantastic! I have one question: How is that possible?
s01,e03,Ross Geller,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-..."
s01,e03,Rachel Green,"I mean, it-it was like, it was like he made us into a team."
s01,e03,Chandler Bing,"Yep, we sure showed those Hassidic jewellers a thing or two about softball.."
s01,e03,Monica Geller,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..
s01,e03,Monica Geller,"..I dunno, a little too Alan?"
s01,e03,Rachel Green,"Well, no. That's impossible. You can never be too Alan."
s01,e03,Ross Geller,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore."
s01,e03,Chandler Bing,I personally could have a gallon of Alan.
s01,e03,Phoebe Buffay,"Hey, Lizzie."
s01,e03,Phoebe Buffay,I brought you alphabet soup.
s01,e03,Phoebe Buffay,"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you."
s01,e03,Phoebe Buffay,"No, but would you like a thousand dollars and a football phone?"
s01,e03,Phoebe Buffay,I know.
s01,e03,Phoebe Buffay,"No, I want you to have it. I don't want it."
s01,e03,Phoebe Buffay,"Oh, that's fine, no."
s01,e03,Phoebe Buffay,"No. 'Cause you need that. No, it's okay, thanks."
s01,e03,Phoebe Buffay,"Okay, alright, you buy me a soda, and then we're even. Okay?"
s01,e03,Phoebe Buffay,"No, I'm fine."
s01,e03,Ross Geller,A thumb?!
s01,e03,Phoebe Buffay,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!"
s01,e03,Chandler Bing,"Well, maybe it's a contest, y'know? Like, collect all five?"
s01,e03,Phoebe Buffay,"Does, um, anyone wanna see?"
s01,e03,Rachel Green,It's worse than the thumb!
s01,e03,Chandler Bing,"Hey, this is so unfair!"
s01,e03,Monica Geller,"Oh, why is it unfair?"
s01,e03,Chandler Bing,"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?"
